_LOAD_CONST_INLINE_BORROW,_SET_IP
_STORE_ATTR_INSTANCE_VALUE,_SET_IP
_CHECK_VALIDITY,_GUARD_IS_NOT_NONE_POP
_LOAD_ATTR_CLASS_0,_PUSH_NULL
_LOAD_CONST_INLINE_WITH_NULL,_EXIT_TRACE
_CHECK_VALIDITY_AND_SET_IP,_CALL_BUILTIN_O
_GUARD_IS_NOT_NONE_POP,_SET_IP
_STORE_DEREF,_CHECK_VALIDITY_AND_SET_IP
_LOAD_FAST_3,_EXIT_TRACE
_BINARY_SUBSCR_LIST_INT,_LOAD_FAST_7
_BINARY_OP_ADD_FLOAT,_EXIT_TRACE
_CHECK_STACK_SPACE,_INIT_CALL_PY_EXACT_ARGS
_INIT_CALL_PY_EXACT_ARGS,_SAVE_RETURN_OFFSET
_SET_IP,_CALL_BUILTIN_FAST_WITH_KEYWORDS
_TO_BOOL_STR,_GUARD_IS_TRUE_POP
_LOAD_ATTR_NONDESCRIPTOR_WITH_VALUES,_SET_IP
_LOAD_FAST_0,_LOAD_CONST_INLINE
_STORE_FAST_1,_CHECK_FUNCTION
_STORE_FAST_7,_LOAD_FAST_0
_LOAD_FAST_1,_LOAD_CONST_INLINE
_BINARY_OP_ADD_INT,_BINARY_SUBSCR_LIST_INT
_STORE_FAST_4,_EXIT_TRACE
_BINARY_OP_SUBTRACT_INT,_BINARY_SUBSCR_LIST_INT
_PUSH_NULL,_LOAD_FAST_1
_BINARY_OP_MULTIPLY_FLOAT,_SWAP
_LOAD_FAST_3,_GUARD_IS_NONE_POP
_BINARY_SUBSCR_TUPLE_INT,_STORE_FAST_3
_STORE_FAST_7,_LOAD_FAST
_CHECK_VALIDITY_AND_SET_IP,_LOAD_CONST_INLINE_BORROW
_COMPARE_OP_STR,_GUARD_IS_TRUE_POP
_STORE_FAST_7,_LOAD_FAST_2
_LOAD_FAST_1,_LOAD_FAST_1
_STORE_FAST_6,_LOAD_FAST_0
_LOAD_ATTR_INSTANCE_VALUE_0,_LOAD_FAST
_STORE_FAST_4,_LOAD_FAST
_LOAD_FAST_1,_LOAD_FAST_5
_LOAD_FAST,_STORE_FAST_7
_LOAD_FAST_7,_GUARD_BOTH_FLOAT
_LOAD_FAST_7,_BINARY_OP_MULTIPLY_FLOAT
_BINARY_OP_SUBTRACT_FLOAT,_LOAD_FAST
_STORE_ATTR_SLOT,_CHECK_VALIDITY_AND_SET_IP
_LOAD_ATTR_SLOT_0,_STORE_FAST_3
_BINARY_OP_ADD_INT,_LOAD_FAST_7
_LOAD_ATTR_SLOT_0,_STORE_FAST_2
_LOAD_FAST_1,_GUARD_BOTH_FLOAT
_LOAD_ATTR_SLOT_0,_STORE_FAST_1
_BINARY_OP_ADD_FLOAT,_LOAD_FAST_3
_LOAD_CONST_INLINE,_GUARD_BOTH_FLOAT
_BINARY_OP_MULTIPLY_FLOAT,_LOAD_CONST_INLINE
_BINARY_OP_SUBTRACT_INT,_LOAD_FAST_5
_BINARY_OP_ADD_FLOAT,_GUARD_BOTH_FLOAT
_LOAD_FAST_0,_GUARD_BOTH_FLOAT
_MAP_ADD,_CHECK_VALIDITY
_LOAD_CONST_INLINE_BORROW,_LOAD_FAST_0
_LOAD_FAST,_GUARD_IS_NOT_NONE_POP
_GUARD_IS_NONE_POP,_JUMP_TO_TOP
_LOAD_ATTR_INSTANCE_VALUE_0,_STORE_FAST_1
_STORE_FAST_1,_LOAD_CONST_INLINE_BORROW
_LOAD_ATTR_METHOD_NO_DICT,_EXIT_TRACE
_LOAD_FAST_0,_GUARD_IS_NOT_NONE_POP
_LOAD_ATTR_INSTANCE_VALUE_0,_TO_BOOL_NONE
_CHECK_ATTR_MODULE,_LOAD_ATTR_MODULE
_BINARY_SUBSCR_LIST_INT,_GUARD_TYPE_VERSION
_GUARD_IS_NOT_NONE_POP,_EXIT_TRACE
_BINARY_OP_SUBTRACT_INT,_LOAD_CONST_INLINE_BORROW
_LOAD_CONST_INLINE,_LOAD_FAST
_LOAD_FAST_0,_LOAD_FAST_2
_ITER_NEXT_TUPLE,_STORE_FAST_3
_ITER_NEXT_LIST,_UNPACK_SEQUENCE_TUPLE
_STORE_FAST,_UNPACK_SEQUENCE_LIST
_LOAD_ATTR_METHOD_WITH_VALUES,_LOAD_CONST_INLINE_BORROW
_CHECK_VALIDITY_AND_SET_IP,_COMPARE_OP
_BINARY_OP_SUBTRACT_FLOAT,_GUARD_BOTH_FLOAT
_GUARD_IS_TRUE_POP,_LOAD_FAST_2
_STORE_FAST_3,_LOAD_FAST_0
_ITER_NEXT_TUPLE,_STORE_FAST_2
_LOAD_FAST,_GUARD_GLOBALS_VERSION
_CHECK_VALIDITY_AND_SET_IP,_CALL_METHOD_DESCRIPTOR_O
_LOAD_CONST_INLINE_BORROW,_BINARY_SUBSCR_STR_INT
_BINARY_SUBSCR_STR_INT,_LOAD_CONST_INLINE_BORROW
_BINARY_OP_SUBTRACT_INT,_LOAD_FAST_4
_STORE_FAST_7,_CHECK_FUNCTION
_BINARY_OP_ADD_INT,_STORE_FAST_2
_LOAD_ATTR_MODULE,_PUSH_NULL
_LOAD_ATTR_METHOD_WITH_VALUES,_LOAD_FAST_6
_LOAD_FAST_6,_PUSH_NULL
_LOAD_ATTR_METHOD_WITH_VALUES,_LOAD_FAST_3
_LOAD_GLOBAL_MODULE,_CHECK_ATTR_MODULE
_LOAD_ATTR_METHOD_WITH_VALUES,_CHECK_FUNCTION
_LOAD_FAST_1,_TO_BOOL_NONE
_LOAD_CONST_INLINE,_LOAD_FAST_3
_STORE_FAST_5,_LOAD_CONST_INLINE
_LOAD_FAST_5,_LOAD_FAST_5
_LOAD_CONST_INLINE_BORROW,_GUARD_TYPE_VERSION
_CHECK_VALIDITY_AND_SET_IP,_BINARY_SUBSCR_DICT
_BINARY_SUBSCR_TUPLE_INT,_SET_IP
_SET_IP,_MAP_ADD
_SET_IP,_UNARY_NEGATIVE
_UNARY_NEGATIVE,_CHECK_VALIDITY_AND_SET_IP
_STORE_FAST_0,_JUMP_TO_TOP
_LOAD_CONST_INLINE_BORROW_WITH_NULL,_LOAD_FAST
_LOAD_FAST_0,_EXIT_TRACE
_BINARY_OP_ADD_INT,_LOAD_FAST_4
_LOAD_FAST_6,_BINARY_SUBSCR_LIST_INT
_CHECK_VALIDITY,_LOAD_CONST_INLINE_WITH_NULL
_STORE_FAST_2,_EXIT_TRACE
_GUARD_TYPE_VERSION,_LOAD_ATTR_NONDESCRIPTOR_NO_DICT
_POP_TOP,_SET_IP
_LOAD_ATTR_INSTANCE_VALUE_0,_LOAD_FAST_6
_GUARD_IS_TRUE_POP,_SET_IP
_LOAD_CONST_INLINE_WITH_NULL,_LOAD_FAST_7
_LOAD_FAST_1,_TO_BOOL_STR
_BINARY_OP_SUBTRACT_INT,_LOAD_FAST_0
_GUARD_IS_NOT_NONE_POP,_LOAD_CONST_INLINE_WITH_NULL
_LOAD_ATTR_WITH_HINT,_CHECK_VALIDITY_AND_SET_IP
_LOAD_FAST_2,_CHECK_FUNCTION
_RESUME_CHECK,_LOAD_FAST_2
_GUARD_GLOBALS_VERSION,_LOAD_GLOBAL_BUILTINS
_PUSH_NULL,_EXIT_TRACE
_PUSH_NULL,_SET_IP
_GUARD_IS_NOT_NONE_POP,_LOAD_FAST
_LOAD_FAST_3,_GUARD_GLOBALS_VERSION
_LOAD_CONST_INLINE_WITH_NULL,_LOAD_CONST_INLINE_BORROW
_LOAD_ATTR_INSTANCE_VALUE_0,_LOAD_CONST_INLINE
_LOAD_CONST_INLINE_BORROW_WITH_NULL,_LOAD_FAST_5
_STORE_FAST,_LOAD_FAST_2
_LOAD_FAST_4,_EXIT_TRACE
_SWAP,_EXIT_TRACE
_POP_TOP,_LOAD_FAST_4
_LOAD_ATTR_INSTANCE_VALUE_0,_STORE_FAST
_CHECK_VALIDITY_AND_SET_IP,_CALL_BUILTIN_FAST_WITH_KEYWORDS
_STORE_FAST_4,_LOAD_FAST_6
_RESUME_CHECK,_LOAD_FAST_3
_BINARY_OP_MULTIPLY_INT,_LOAD_FAST
_LOAD_FAST_7,_GUARD_TYPE_VERSION
_LOAD_CONST_INLINE_BORROW_WITH_NULL,_LOAD_FAST_2
_BINARY_SUBSCR_STR_INT,_STORE_FAST_4
_LOAD_FAST,_TO_BOOL_STR
_BINARY_SUBSCR_STR_INT,_STORE_FAST_2
_TO_BOOL_LIST,_GUARD_IS_FALSE_POP
_UNARY_NOT,_EXIT_TRACE
_LIST_APPEND,_EXIT_TRACE
_LOAD_CONST_INLINE_WITH_NULL,_LOAD_CONST_INLINE_WITH_NULL
_LOAD_FAST_2,_LOAD_FAST_6
_LOAD_CONST_INLINE_WITH_NULL,_LOAD_CONST_INLINE_BORROW_WITH_NULL
_LOAD_FAST_2,_CALL_TYPE_1
_CALL_TYPE_1,_SET_IP
_SET_IP,_BUILD_MAP
_PUSH_NULL,_LOAD_CONST_INLINE_BORROW_WITH_NULL
_PUSH_NULL,_LOAD_FAST_3
_LOAD_CONST_INLINE_BORROW,_STORE_FAST_2
_LOAD_ATTR_METHOD_NO_DICT,_LOAD_FAST_5
_LOAD_ATTR_NONDESCRIPTOR_NO_DICT,_SET_IP
_LOAD_FAST_2,_TO_BOOL_INT
_LOAD_ATTR_NONDESCRIPTOR_WITH_VALUES,_LOAD_CONST_INLINE_BORROW_WITH_NULL
_LOAD_GLOBAL_BUILTINS,_GUARD_GLOBALS_VERSION
_CHECK_VALIDITY_AND_SET_IP,_GUARD_TYPE_VERSION
_LOAD_CONST_INLINE_BORROW_WITH_NULL,_LOAD_CONST_INLINE_BORROW_WITH_NULL
_CHECK_VALIDITY,_GUARD_BOTH_UNICODE
_STORE_FAST,_EXIT_TRACE
_LOAD_CONST_INLINE_BORROW_WITH_NULL,_LOAD_FAST_0
_LOAD_CONST_INLINE_WITH_NULL,_LOAD_CONST_INLINE
_LOAD_ATTR_METHOD_LAZY_DICT,_LOAD_CONST_INLINE_BORROW
_LOAD_FAST_2,_BINARY_SUBSCR_LIST_INT
_SET_IP,_FORMAT_SIMPLE
_LOAD_ATTR_SLOT_0,_GUARD_TYPE_VERSION
_GUARD_IS_NOT_NONE_POP,_CHECK_FUNCTION
_CHECK_VALIDITY,_LOAD_FAST_AND_CLEAR
_LOAD_FAST_AND_CLEAR,_SWAP
_BUILD_LIST,_SWAP
_RESUME_CHECK,_GUARD_GLOBALS_VERSION
_LOAD_FAST,_GUARD_BOTH_INT
_BINARY_OP_ADD_INT,_LOAD_FAST_3
_LOAD_FAST_1,_CHECK_FUNCTION
_STORE_FAST_6,_LOAD_FAST_2
_LOAD_ATTR_METHOD_WITH_VALUES,_LOAD_CONST_INLINE_WITH_NULL
_CHECK_MANAGED_OBJECT_HAS_VALUES,_LOAD_ATTR_INSTANCE_VALUE_1
_COMPARE_OP_STR,_SET_IP
_LOAD_GLOBAL_BUILTINS,_LOAD_FAST_0
_SWAP,_ITER_CHECK_LIST
_LOAD_CONST_INLINE,_LOAD_FAST_4
_LOAD_CONST_INLINE_BORROW,_LOAD_FAST_7
_LOAD_FAST_3,_LOAD_FAST_7
_LOAD_FAST_4,_LOAD_FAST_7
_LOAD_FAST_0,_UNPACK_SEQUENCE_TUPLE
_STORE_ATTR_INSTANCE_VALUE,_LOAD_FAST_1
_LOAD_FAST_7,_LOAD_FAST_6
_BINARY_OP_MULTIPLY_INT,_LOAD_FAST_5
_LOAD_ATTR_INSTANCE_VALUE_1,_SET_IP
_BUILD_MAP,_CHECK_VALIDITY_AND_SET_IP
_LOAD_CONST_INLINE,_LOAD_CONST_INLINE_BORROW
_TO_BOOL_STR,_GUARD_IS_FALSE_POP
_SET_IP,_STORE_ATTR
_STORE_FAST_6,_LOAD_FAST_1
_LOAD_FAST_5,_PUSH_NULL
_POP_TOP,_LOAD_FAST_2
_GUARD_IS_TRUE_POP,_LOAD_CONST_INLINE_BORROW
_UNPACK_SEQUENCE_TUPLE,_STORE_FAST_2
_BINARY_OP_ADD_INT,_LOAD_CONST_INLINE_WITH_NULL
_LOAD_FAST_3,_BINARY_OP_MULTIPLY_FLOAT
_BINARY_OP_SUBTRACT_FLOAT,_BINARY_OP_SUBTRACT_FLOAT
_LOAD_FAST,_LOAD_FAST_6
_BUILD_MAP,_CHECK_VALIDITY
_BINARY_SUBSCR_TUPLE_INT,_LOAD_FAST_7
_SET_IP,_BUILD_CONST_KEY_MAP
_LOAD_ATTR_INSTANCE_VALUE_0,_LOAD_FAST_7
_GUARD_TYPE_VERSION,_LOAD_ATTR_SLOT_1
_LOAD_ATTR_SLOT_0,_LOAD_FAST_3
_BUILD_CONST_KEY_MAP,_CHECK_VALIDITY_AND_SET_IP
_LOAD_ATTR_SLOT_1,_LOAD_FAST_1
_LOAD_ATTR_METHOD_NO_DICT,_LOAD_FAST_6
_LOAD_FAST_0,_LOAD_FAST_0
_FORMAT_SIMPLE,_CHECK_VALIDITY
_LOAD_CONST_INLINE_BORROW_WITH_NULL,_LOAD_FAST_3
_CHECK_VALIDITY_AND_SET_IP,_CALL_BUILTIN_CLASS
_GUARD_IS_TRUE_POP,_GUARD_GLOBALS_VERSION
_UNPACK_SEQUENCE_TWO_TUPLE,_STORE_FAST_7
_BINARY_OP_ADD_INT,_STORE_FAST_7
_LOAD_FAST_6,_LOAD_FAST_3
_ITER_NEXT_RANGE,_STORE_FAST_0
_UNPACK_SEQUENCE_TWO_TUPLE,_STORE_FAST_5
_STORE_FAST_0,_CHECK_FUNCTION
_BINARY_OP_MULTIPLY_INT,_LOAD_FAST_3
_CHECK_VALIDITY,_TO_BOOL_STR
_CHECK_VALIDITY_AND_SET_IP,_MAP_ADD
_LOAD_FAST_4,_TO_BOOL_BOOL
_BUILD_LIST,_EXIT_TRACE
_LOAD_FAST_4,_GUARD_IS_NONE_POP
_LOAD_FAST,_TO_BOOL_LIST
_LOAD_FAST_0,_CHECK_FUNCTION
_ITER_NEXT_TUPLE,_STORE_FAST_7
_ITER_NEXT_LIST,_STORE_FAST_6
_STORE_FAST_4,_JUMP_TO_TOP
_LOAD_FAST_1,_TO_BOOL_INT
_LOAD_ATTR_METHOD_NO_DICT,_LOAD_CONST_INLINE
_LOAD_FAST_5,_TO_BOOL_LIST
_POP_TOP,_LOAD_CONST_INLINE_BORROW
_CHECK_FUNCTION,_LOAD_GLOBAL_BUILTINS
_GUARD_GLOBALS_VERSION,_CHECK_FUNCTION
_BINARY_OP_SUBTRACT_INT,_LOAD_FAST_1
_LOAD_ATTR_SLOT_0,_LOAD_CONST_INLINE_BORROW
_LOAD_FAST_2,_TO_BOOL_NONE
_LOAD_CONST_INLINE,_GUARD_BOTH_UNICODE
_BUILD_TUPLE,_STORE_FAST
_STORE_FAST_6,_LOAD_FAST_5
_BINARY_SUBSCR_LIST_INT,_LOAD_FAST_2
_LOAD_FAST_4,_GUARD_IS_NOT_NONE_POP
_CHECK_VALIDITY_AND_SET_IP,_BUILD_MAP
_BUILD_LIST,_SET_IP
_BINARY_OP_SUBTRACT_INT,_LOAD_FAST_7
_LOAD_FAST_6,_EXIT_TRACE
_STORE_FAST_1,_LOAD_CONST_INLINE_WITH_NULL
_CHECK_VALIDITY_AND_SET_IP,_GUARD_BOTH_FLOAT
_LOAD_FAST_4,_GUARD_GLOBALS_VERSION
_LOAD_ATTR_INSTANCE_VALUE_0,_GUARD_GLOBALS_VERSION
_LOAD_CONST_INLINE_BORROW_WITH_NULL,_LOAD_CONST_INLINE_WITH_NULL
_BINARY_OP_ADD_INT,_STORE_FAST_3
_LOAD_ATTR_CLASS_0,_TO_BOOL_BOOL
_BINARY_OP_SUBTRACT_INT,_EXIT_TRACE
_BUILD_TUPLE,_LOAD_FAST
_STORE_FAST_6,_LOAD_FAST_3
_CHECK_VALIDITY,_TO_BOOL_NONE
_SET_IP,_DELETE_SUBSCR
_DELETE_SUBSCR,_CHECK_VALIDITY
_LOAD_FAST_0,_LOAD_FAST_3
_LOAD_ATTR_CLASS_0,_GUARD_BOTH_INT
_STORE_FAST_1,_GUARD_GLOBALS_VERSION
_LOAD_GLOBAL_MODULE,_LOAD_FAST_1
_STORE_ATTR_INSTANCE_VALUE,_JUMP_TO_TOP
_LOAD_GLOBAL_MODULE,_BINARY_SUBSCR_LIST_INT
_BINARY_SUBSCR_LIST_INT,_LOAD_CONST_INLINE
_GUARD_IS_FALSE_POP,_LOAD_CONST_INLINE
_CHECK_PERIODIC,_LOAD_CONST_INLINE_BORROW
_BINARY_SUBSCR_LIST_INT,_STORE_FAST_2
_SET_IP,_STORE_GLOBAL
_STORE_GLOBAL,_CHECK_VALIDITY
_LOAD_GLOBAL_MODULE,_LOAD_CONST_INLINE_BORROW
_STORE_FAST_5,_LOAD_FAST_1
_LOAD_CONST_INLINE,_GUARD_TYPE_VERSION
_STORE_FAST_4,_LOAD_FAST_2
_LOAD_ATTR_NONDESCRIPTOR_WITH_VALUES,_GUARD_TYPE_VERSION
_UNPACK_SEQUENCE_TUPLE,_STORE_FAST_3
_CHECK_VALIDITY_AND_SET_IP,_CONTAINS_OP
_LOAD_ATTR_SLOT_0,_EXIT_TRACE
_LOAD_CONST_INLINE_BORROW,_STORE_FAST_1
_GUARD_IS_FALSE_POP,_LOAD_FAST_6
_LOAD_FAST_7,_EXIT_TRACE
_POP_TOP,_CHECK_FUNCTION
_BINARY_SUBSCR_LIST_INT,_CHECK_FUNCTION
_LOAD_FAST_1,_GUARD_GLOBALS_VERSION
_LOAD_GLOBAL_MODULE,_CHECK_ATTR_CLASS
_GUARD_IS_NOT_NONE_POP,_LOAD_FAST_4
_PUSH_NULL,_GUARD_GLOBALS_VERSION
_LOAD_FAST_3,_COPY
_STORE_ATTR_INSTANCE_VALUE,_LOAD_FAST_3
_LOAD_FAST_5,_GUARD_IS_NOT_NONE_POP
_LOAD_ATTR_INSTANCE_VALUE_0,_STORE_FAST_0
_LOAD_FAST_0,_STORE_FAST_1
_ITER_NEXT_TUPLE,_STORE_FAST_1
_LOAD_CONST_INLINE_BORROW,_STORE_FAST_6
_COMPARE_OP_STR,_EXIT_TRACE
_POP_TOP,_LOAD_CONST_INLINE
_COPY,_GUARD_IS_TRUE_POP
_COMPARE_OP_STR,_COPY
_LOAD_CONST_INLINE_BORROW,_IS_OP
_LOAD_FAST_3,_TO_BOOL_INT
_TO_BOOL_INT,_UNARY_NOT
_LOAD_FAST_4,_STORE_FAST_3
_STORE_FAST_7,_LOAD_FAST_5
_LOAD_FAST_4,_TO_BOOL_LIST
_UNARY_NOT,_SET_IP
_TO_BOOL_LIST,_UNARY_NOT
_STORE_FAST_5,_SET_IP
_STORE_ATTR_INSTANCE_VALUE,_CHECK_FUNCTION
_STORE_FAST_7,_LOAD_CONST_INLINE_WITH_NULL
_STORE_FAST,_LOAD_CONST_INLINE
_LOAD_FAST,_LOAD_FAST_0
_STORE_FAST,_LOAD_FAST_3
_STORE_FAST,_STORE_FAST_7
_LOAD_FAST_2,_IS_OP
_PUSH_NULL,_LOAD_FAST_6
_LOAD_FAST,_UNPACK_SEQUENCE_TWO_TUPLE
_LOAD_ATTR_SLOT_0,_CHECK_FUNCTION